"","gamma","b","m","pt_shape","ft_t_shape","ft_t_theta","gt_t_shape","gt_t_theta","ATE_t","ATE_t_empirical","ASPNC_t","ASPNC_t_empirical","AvgTau_t","tau_t_shape","tau_t_theta","beta_t0","beta_t1","beta_t2","alpha_t0","alpha_t1","alpha_t2","p","q","ft_w_shape","ft_w_theta","gt_w_shape","gt_w_theta","beta_w0","beta_w1","beta_w2","alpha_w0","alpha_w1","alpha_w2","ATE_w","ATE_w_empirical","ASPNC_w","ASPNC_w_empirical","AvgTau_w","tau_w_shape","tau_w_theta","p_w","q_w","n","AvgTau_tw_ratio","power_unadj","power_adj","typeierror_unadj","typeierror_adj"
"1037",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"constant",0,0.170893961414802,0.00520489222583153,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.170893961414802,0.00520489222583152,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.666666666666667,"constant",0,2,2,53,0.9,0.7695,0.752,0.0595,0.053
"1039",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"constant",0,1,2,46,0.9,0.7685,0.75,0.048,0.0425
"1040",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"constant",0,2,2,56,0.9,0.7545,0.7375,0.0505,0.042
"1043",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"constant",0,2,2,57,0.9,0.775,0.751,0.043,0.0365
"1046",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"constant",0,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.666666666666667,"constant",0,2,3,54,0.9,0.765,0.74,0.0515,0.0445
"1047",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"constant",0,3,3,57,0.9,0.765,0.7375,0.039,0.0325
"1048",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"constant",0,1,3,46,0.9,0.7725,0.754,0.0445,0.0365
"1049",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"constant",0,2,3,57,0.9,0.772,0.754,0.0505,0.0435
"1050",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"constant",0,3,3,64,0.9,0.746,0.727,0.0555,0.0465
"1052",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"constant",0,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.666666666666667,"constant",0,2,3,54,0.9,0.766,0.7435,0.0515,0.0445
"1053",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037452,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"constant",0,3,3,65,0.9,0.759,0.734,0.0495,0.041
"1064",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.184643858019286,0.00562367080261785,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.184643858019286,0.00562367080261786,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"linear",0,2,2,57,0.9,0.7735,0.754,0.049,0.042
"1066",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"linear",0,1,2,46,0.9,0.7665,0.746,0.0455,0.042
"1067",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"linear",0,2,2,56,0.9,0.7695,0.7495,0.049,0.045
"1070",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"linear",0,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.666666666666667,"linear",0,2,2,53,0.9,0.774,0.758,0.0465,0.039
"1073",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"linear",0,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999564,0.3,0.300000000000103,0.666666666666667,"linear",0,2,3,56,0.9,0.759,0.737,0.052,0.043
"1074",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.000857206209498471,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.666666666666667,"linear",0,3,3,65,0.9,0.7485,0.727,0.0505,0.042
"1075",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.666666666666667,"linear",0,1,3,46,0.9,0.769,0.752,0.0445,0.0375
"1076",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.666666666666667,"linear",0,2,3,57,0.9,0.7725,0.754,0.053,0.0445
"1077",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.666666666666667,"linear",0,3,3,64,0.9,0.7665,0.742,0.057,0.0465
"1079",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"linear",0,0.345357997868635,-0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.345357997868635,-0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999564,0.3,0.300000000000103,0.666666666666667,"linear",0,2,3,56,0.9,0.7645,0.7455,0.052,0.043
"1080",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"linear",0,0.142081677989225,0.0204584417309819,-0.000659949733257481,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142081677989225,0.0204584417309819,-0.000659949733257482,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999408,0.3,0.300000000000103,0.666666666666667,"linear",0,3,3,61,0.9,0.7785,0.7565,0.0515,0.0405
"1084",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"linear",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.666666666666667,"linear",0,1,1,47,0.9,0.7795,0.7595,0.0615,0.058
"1091",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,NA,1.3,1.29999999999494,0.3,0.300000000000001,0.666666666666667,"linear",0,2,2,56,0.9,0.7395,0.7195,0.048,0.0395
"1093",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.666666666666667,"linear",0,1,2,47,0.9,0.777,0.7565,0.061,0.0585
"1094",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.666666666666667,"linear",0,2,2,58,0.9,0.7715,0.7515,0.0505,0.0445
"1097",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,NA,1.3,1.29999999999494,0.3,0.300000000000001,0.666666666666667,"linear",0,2,2,56,0.9,0.763,0.746,0.048,0.0395
"1100",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,0,1.3,1.29999999999494,0.3,0.300000000000001,0.666666666666667,"linear",0,2,3,56,0.9,0.741,0.717,0.0485,0.04
"1101",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.666666666666667,"linear",0,3,3,64,0.9,0.772,0.7505,0.0525,0.0435
"1102",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.666666666666667,"linear",0,1,3,47,0.9,0.7765,0.756,0.0615,0.058
"1103",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.666666666666667,"linear",0,2,3,58,0.9,0.769,0.7515,0.049,0.043
"1104",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.666666666666667,"linear",0,3,3,66,0.9,0.765,0.7425,0.048,0.0405
"1106",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,0,1.3,1.29999999999494,0.3,0.300000000000001,0.666666666666667,"linear",0,2,3,56,0.9,0.762,0.7445,0.0485,0.04
"1107",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.14780952408058,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147809524080581,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.666666666666667,"linear",0,3,3,64,0.9,0.7685,0.7485,0.0525,0.0435
"1118",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"linear",0,0.170893961414802,0.00520489222583153,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.170893961414802,0.00520489222583152,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.666666666666667,"linear",0,2,2,53,0.9,0.7695,0.752,0.0595,0.053
"1120",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"linear",0,1,2,46,0.9,0.7685,0.75,0.048,0.0425
"1121",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"linear",0,2,2,56,0.9,0.7545,0.7375,0.0505,0.042
"1124",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"linear",0,2,2,57,0.9,0.775,0.751,0.043,0.0365
"1127",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"linear",0,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.666666666666667,"linear",0,2,3,54,0.9,0.765,0.74,0.0515,0.0445
"1128",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"linear",0,3,3,57,0.9,0.765,0.7375,0.039,0.0325
"1129",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"linear",0,1,3,46,0.9,0.7725,0.754,0.0445,0.0365
"1130",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"linear",0,2,3,57,0.9,0.772,0.754,0.0505,0.0435
"1131",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"linear",0,3,3,64,0.9,0.746,0.727,0.0555,0.0465
"1133",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"linear",0,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.666666666666667,"linear",0,2,3,54,0.9,0.766,0.7435,0.0515,0.0445
"1134",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037452,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.666666666666667,"linear",0,3,3,65,0.9,0.759,0.734,0.0495,0.041
"1145",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.184643858019286,0.00562367080261785,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.184643858019286,0.00562367080261786,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"sine",0,2,2,57,0.9,0.7735,0.754,0.049,0.042
"1147",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"sine",0,1,2,46,0.9,0.7665,0.746,0.0455,0.042
"1148",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.666666666666667,"sine",0,2,2,56,0.9,0.7695,0.7495,0.049,0.045
"1151",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"sine",0,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.666666666666667,"sine",0,2,2,53,0.9,0.774,0.758,0.0465,0.039
"1154",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"sine",0,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999564,0.3,0.300000000000103,0.666666666666667,"sine",0,2,3,56,0.9,0.759,0.737,0.052,0.043
"1155",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.000857206209498471,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.666666666666667,"sine",0,3,3,65,0.9,0.7485,0.727,0.0505,0.042
"1156",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.666666666666667,"sine",0,1,3,46,0.9,0.769,0.752,0.0445,0.0375
